Theme_Name,Set_Name,num_parts,year,Color,Unique_Parts
12V,Train with 12V Electric Motor,357,1969,White,7
12V,Train with 12V Electric Motor,357,1969,Red,16
12V,Train with 12V Electric Motor,357,1969,Light Gray,7
12V,Train with 12V Electric Motor,357,1969,Blue,13
12V,Train with 12V Electric Motor,357,1969,Black,19
12V,Train with 12V Electric Motor,357,1969,Yellow,3
12V,Train with 12V Electric Motor,357,1969,Trans-Clear,2
12V,Steam Locomotive,114,1969,Light Gray,2
12V,Steam Locomotive,114,1969,Trans-Clear,1
12V,Steam Locomotive,114,1969,Yellow,1
12V,Steam Locomotive,114,1969,Red,6
12V,Steam Locomotive,114,1969,[No Color],1
12V,Steam Locomotive,114,1969,Black,19
12V,12V Motor with Accessories Pack,25,1969,Black,3
12V,12V Motor with Accessories Pack,25,1969,Blue,3
12V,12V Motor with Accessories Pack,25,1969,Light Gray,2
12V,12V Motor with Accessories Pack,25,1969,Red,2
12V,12V Motor with Accessories Pack,25,1969,White,1
12V,12V Motor with Accessories Pack,25,1969,[No Color],1
12V,8 Curved 12V Conducting Rails,8,1969,Blue,1
12V,8 Straight 12V Conducting Rails,8,1969,Blue,1
12V,Automatic Right Electric Switch,5,1969,White,3
12V,Automatic Left Electric Switch,5,1969,White,3
12V,Automatic Left Electric Switch,5,1969,Blue,2
12V,Automatic Right Electric Switch,5,1969,Blue,2
12V,Motor Bushings,4,1969,[No Color],1
12V,12V Sleeper (Track) Contacts for Old Motor Type I and II,2,1969,Black,1
12V,12V Rail Contact Wire with Transformer Connector,1,1969,Blue,1
12V,12V Replacement Electric Motor,1,1969,Royal Blue,1
12V,12V Transformer for 220V Pack,1,1969,Blue,1
12V,12V Train Light Posts,52,1983,Black,1
12V,12V Train Light Posts,52,1983,Dark Gray,1
12V,12V Train Light Posts,52,1983,Light Gray,8
12V,12V Train Light Posts,52,1983,White,1
12V,Container Crane Depot,483,1986,Black,30
12V,Container Crane Depot,483,1986,Blue,16
12V,Container Crane Depot,483,1986,Dark Gray,1
12V,Container Crane Depot,483,1986,Light Gray,27
12V,Container Crane Depot,483,1986,Red,35
12V,Container Crane Depot,483,1986,Trans-Clear,3
12V,Container Crane Depot,483,1986,Trans-Red,1
12V,Container Crane Depot,483,1986,Trans-Yellow,1
12V,Container Crane Depot,483,1986,Yellow,3
12V,Container Crane Depot,483,1986,White,17
12V,Car Transport Depot,341,1986,Black,41
12V,Car Transport Depot,341,1986,Blue,2
12V,Car Transport Depot,341,1986,Brown,1
12V,Car Transport Depot,341,1986,Dark Gray,1
12V,Car Transport Depot,341,1986,Light Gray,19
12V,Car Transport Depot,341,1986,Red,16
12V,Car Transport Depot,341,1986,Trans-Clear,5
12V,Car Transport Depot,341,1986,Trans-Red,1
12V,Car Transport Depot,341,1986,Trans-Yellow,1
12V,Car Transport Depot,341,1986,White,19
12V,Car Transport Depot,341,1986,Yellow,3
4 Juniors,Picture Frame and Mirror,48,1980,White,10
4.5V,Motorized Train Set,344,1966,Light Gray,7
4.5V,Motorized Train Set,344,1966,Red,6
4.5V,Motorized Train Set,344,1966,Trans-Clear,3
4.5V,Motorized Train Set,344,1966,White,4
4.5V,Motorized Train Set,344,1966,Black,1
4.5V,Motorized Train Set,344,1966,Blue,19
4.5V,Starter Train Set with Motor,132,1966,White,3
4.5V,Starter Train Set with Motor,132,1966,Blue,12
4.5V,Starter Train Set with Motor,132,1966,Light Gray,3
4.5V,Starter Train Set with Motor,132,1966,Red,7
4.5V,Starter Train Set with Motor,132,1966,Trans-Clear,2
4.5V,Starter Train Set without Motor,118,1966,White,2
4.5V,Starter Train Set without Motor,118,1966,Blue,10
4.5V,Starter Train Set without Motor,118,1966,Light Gray,1
4.5V,Starter Train Set without Motor,118,1966,Red,6
4.5V,Starter Train Set without Motor,118,1966,Trans-Clear,2
4.5V,Small Train Set,88,1966,Blue,12
4.5V,Small Train Set,88,1966,Light Gray,2
4.5V,Small Train Set,88,1966,Red,4
4.5V,Small Train Set,88,1966,Trans-Clear,1
4.5V,Small Train Set,88,1966,White,2
4.5V,Small Train Set,88,1966,Yellow,2
4.5V,Locomotive with Motor,74,1966,Blue,12
4.5V,Locomotive with Motor,74,1966,Light Gray,6
4.5V,Locomotive with Motor,74,1966,Red,5
4.5V,Locomotive with Motor,74,1966,Trans-Clear,1
4.5V,Locomotive with Motor,74,1966,Black,1
4.5V,4.5V Motor with Wheels (Large Version),27,1966,Blue,1
4.5V,4.5V Motor with Wheels (Large Version),27,1966,Light Gray,4
4.5V,4.5V Motor with Wheels (Large Version),27,1966,Red,3
4.5V,4.5V Motor with Wheels (Large Version),27,1966,White,1
4.5V,Straight Track,25,1966,Blue,1
4.5V,Curved Track,25,1966,Blue,2
4.5V,Curved Track,25,1966,White,1
4.5V,Straight Track,25,1966,White,1
4.5V,Two Train Wagons,22,1966,Blue,1
4.5V,Two Train Wagons,22,1966,Light Gray,1
4.5V,Two Train Wagons,22,1966,Red,3
4.5V,Two Train Wagons,22,1966,White,1
4.5V,4.5V Motor with Wheels (Small Version),16,1966,Blue,1
4.5V,4.5V Motor with Wheels (Small Version),16,1966,Light Gray,3
4.5V,4.5V Motor with Wheels (Small Version),16,1966,Red,3
4.5V,4.5V Motor with Wheels (Small Version),16,1966,White,2
4.5V,4.5V Motor with Wheels (Small Version),16,1966,Black,1
4.5V,Large Train Wagon,15,1966,Light Gray,1
4.5V,Large Train Wagon,15,1966,Red,3
4.5V,Large Train Wagon,15,1966,White,2
4.5V,4.5V Battery Case,1,1966,Blue,1
4.5V,8 Curved Rails Gray 4.5v,32,1980,Dark Gray,1
4.5V,8 Curved Rails Gray 4.5v,32,1980,Light Gray,2
4.5V,8 Straight Rails Gray 4.5v,32,1980,Dark Gray,1
4.5V,8 Straight Rails Gray 4.5v,32,1980,Light Gray,1
4.5V,Left and Right Points Manual Gray 4.5v,14,1980,Black,1
4.5V,Left and Right Points Manual Gray 4.5v,14,1980,Dark Gray,3
4.5V,Left and Right Points Manual Gray 4.5v,14,1980,Light Gray,2
4.5V,"Crossing, Gray 4.5v",5,1980,Dark Gray,1
4.5V,"Crossing, Gray 4.5v",5,1980,Light Gray,1
4.5V,Shell Tanker Wagon,120,1986,[No Color],1
4.5V,Shell Tanker Wagon,120,1986,Black,14
4.5V,Shell Tanker Wagon,120,1986,Blue,1
4.5V,Shell Tanker Wagon,120,1986,Light Gray,11
4.5V,Shell Tanker Wagon,120,1986,Red,3
4.5V,Shell Tanker Wagon,120,1986,White,4
4.5V,Shell Tanker Wagon,120,1986,Yellow,4
9V,Metroliner,786,1991,Yellow,15
9V,Metroliner,786,1991,Blue,11
9V,Metroliner,786,1991,Black,60
9V,Metroliner,786,1991,Red,20
9V,Metroliner,786,1991,Trans-Clear,6
9V,Metroliner,786,1991,Brown,4
9V,Metroliner,786,1991,Light Gray,36
9V,Metroliner,786,1991,Dark Gray,2
9V,Metroliner,786,1991,Trans-Yellow,2
9V,Metroliner,786,1991,White,27
9V,Metro Station,605,1991,Yellow,50
9V,Metro Station,605,1991,White,25
9V,Metro Station,605,1991,Trans-Green,1
9V,Metro Station,605,1991,Trans-Red,1
9V,Metro Station,605,1991,Chrome Gold,4
9V,Metro Station,605,1991,Trans-Yellow,1
9V,Metro Station,605,1991,Trans-Clear,3
9V,Metro Station,605,1991,Black,30
9V,Metro Station,605,1991,Blue,6
9V,Metro Station,605,1991,Brown,3
9V,Metro Station,605,1991,Green,1
9V,Metro Station,605,1991,Light Gray,17
9V,Metro Station,605,1991,Red,35
9V,Load and Haul Railroad,479,1991,Trans-Red,1
9V,Load and Haul Railroad,479,1991,White,7
9V,Load and Haul Railroad,479,1991,Yellow,24
9V,Load and Haul Railroad,479,1991,Blue,13
9V,Load and Haul Railroad,479,1991,Brown,2
9V,Load and Haul Railroad,479,1991,Black,42
9V,Load and Haul Railroad,479,1991,Light Gray,14
9V,Load and Haul Railroad,479,1991,Red,34
9V,Load and Haul Railroad,479,1991,Trans-Clear,5
9V,Load and Haul Railroad,479,1991,Trans-Light Blue,1
9V,Load and Haul Railroad,479,1991,Trans-Yellow,2
9V,Load and Haul Railroad,479,1991,Dark Gray,3
9V,Crocodile Locomotive,313,1991,White,6
9V,Crocodile Locomotive,313,1991,Yellow,2
9V,Crocodile Locomotive,313,1991,Blue,1
9V,Crocodile Locomotive,313,1991,[No Color],1
9V,Crocodile Locomotive,313,1991,Black,46
9V,Crocodile Locomotive,313,1991,Light Gray,12
9V,Crocodile Locomotive,313,1991,Red,25
9V,Crocodile Locomotive,313,1991,Trans-Clear,2
9V,Railroad Tractor Flatbed,179,1991,Black,35
9V,Railroad Tractor Flatbed,179,1991,Blue,2
9V,Railroad Tractor Flatbed,179,1991,Brown,1
9V,Railroad Tractor Flatbed,179,1991,Dark Gray,1
9V,Railroad Tractor Flatbed,179,1991,Light Gray,3
9V,Railroad Tractor Flatbed,179,1991,Red,15
9V,Railroad Tractor Flatbed,179,1991,Trans-Clear,4
9V,Railroad Tractor Flatbed,179,1991,Trans-Dark Blue,1
9V,Railroad Tractor Flatbed,179,1991,Trans-Yellow,1
9V,Railroad Tractor Flatbed,179,1991,White,1
9V,Railroad Tractor Flatbed,179,1991,Yellow,24
9V,Blue Hopper Car,165,1991,Light Gray,13
9V,Blue Hopper Car,165,1991,Blue,13
9V,Blue Hopper Car,165,1991,Black,15
9V,Blue Hopper Car,165,1991,Yellow,1
9V,Blue Hopper Car,165,1991,White,4
9V,Manual Level Crossing,115,1991,Red,12
9V,Manual Level Crossing,115,1991,Trans-Clear,1
9V,Manual Level Crossing,115,1991,Trans-Red,1
9V,Manual Level Crossing,115,1991,White,4
9V,Manual Level Crossing,115,1991,Yellow,2
9V,Manual Level Crossing,115,1991,Black,11
9V,Manual Level Crossing,115,1991,Blue,1
9V,Manual Level Crossing,115,1991,Dark Gray,1
9V,Manual Level Crossing,115,1991,Green,1
9V,Manual Level Crossing,115,1991,Light Gray,13
9V,Road and Rail Maintenance,76,1991,Black,5
9V,Road and Rail Maintenance,76,1991,Blue,2
9V,Road and Rail Maintenance,76,1991,Brown,2
9V,Road and Rail Maintenance,76,1991,Dark Gray,3
9V,Road and Rail Maintenance,76,1991,Light Gray,3
9V,Road and Rail Maintenance,76,1991,Red,10
9V,Road and Rail Maintenance,76,1991,Trans-Clear,2
9V,Road and Rail Maintenance,76,1991,Trans-Yellow,1
9V,Road and Rail Maintenance,76,1991,Yellow,17
9V,Curved Rails,8,1991,Dark Gray,1
9V,Straight Rails,8,1991,Dark Gray,1
9V,Manual Points,6,1991,Yellow,1
9V,Manual Points,6,1991,Dark Gray,3
9V,Transformer and Speed Regulator,3,1991,Black,2
9V,Transformer and Speed Regulator,3,1991,Dark Gray,1
9V,Holiday Train,969,2006,Black,68
9V,Holiday Train,969,2006,Blue,13
9V,Holiday Train,969,2006,Bright Green,1
9V,Holiday Train,969,2006,Brown,1
9V,Holiday Train,969,2006,Chrome Silver,1
9V,Holiday Train,969,2006,Dark Blue,3
9V,Holiday Train,969,2006,Dark Bluish Gray,4
9V,Holiday Train,969,2006,Dark Pink,1
9V,Holiday Train,969,2006,Dark Red,1
9V,Holiday Train,969,2006,Green,15
9V,Holiday Train,969,2006,Light Bluish Gray,7
9V,Holiday Train,969,2006,Magenta,1
9V,Holiday Train,969,2006,Medium Blue,1
9V,Holiday Train,969,2006,Red,30
9V,Holiday Train,969,2006,Reddish Brown,3
9V,Holiday Train,969,2006,Tan,1
9V,Holiday Train,969,2006,Trans-Clear,3
9V,Holiday Train,969,2006,Trans-Dark Blue,1
9V,Holiday Train,969,2006,Trans-Red,1
9V,Holiday Train,969,2006,Trans-Yellow,1
9V,Holiday Train,969,2006,White,38
9V,Holiday Train,969,2006,Yellow,13
9V,Holiday Train Starter Collection,31,2006,Black,4
9V,Holiday Train Starter Collection,31,2006,Dark Bluish Gray,2
9V,9V Train Switching Track Collection,28,2006,Black,1
9V,9V Train Switching Track Collection,28,2006,Dark Bluish Gray,3
9V,9V Train Switching Track Collection,28,2006,Yellow,1
9V,9V Train Track Starter Collection,24,2006,Black,1
9V,9V Train Track Starter Collection,24,2006,Dark Bluish Gray,2
Advent,Advent Calendar 1999,228,1999,Black,12
Advent,Advent Calendar 1999,228,1999,Blue,9
Advent,Advent Calendar 1999,228,1999,Green,6
Advent,Advent Calendar 1999,228,1999,Light Gray,6
Advent,Advent Calendar 1999,228,1999,Red,23
Advent,Advent Calendar 1999,228,1999,Trans-Clear,1
Advent,Advent Calendar 1999,228,1999,Trans-Dark Blue,1
Advent,Advent Calendar 1999,228,1999,Trans-Green,2
Advent,Advent Calendar 1999,228,1999,Trans-Red,1
Advent,Advent Calendar 1999,228,1999,White,17
Advent,Advent Calendar 1999,228,1999,Yellow,19
Advent,24-in-1 Holiday Countdown,250,2016,Black,10
Advent,24-in-1 Holiday Countdown,250,2016,Blue,3
Advent,24-in-1 Holiday Countdown,250,2016,Bright Green,1
Advent,24-in-1 Holiday Countdown,250,2016,Bright Light Orange,1
Advent,24-in-1 Holiday Countdown,250,2016,Bright Pink,1
Advent,24-in-1 Holiday Countdown,250,2016,Dark Bluish Gray,13
Advent,24-in-1 Holiday Countdown,250,2016,Dark Red,1
Advent,24-in-1 Holiday Countdown,250,2016,Dark Tan,4
Advent,24-in-1 Holiday Countdown,250,2016,Flat Silver,1
Advent,24-in-1 Holiday Countdown,250,2016,Green,7
Advent,24-in-1 Holiday Countdown,250,2016,Light Bluish Gray,14
Advent,24-in-1 Holiday Countdown,250,2016,Lime,2
Advent,24-in-1 Holiday Countdown,250,2016,Medium Blue,1
Advent,24-in-1 Holiday Countdown,250,2016,Orange,3
Advent,24-in-1 Holiday Countdown,250,2016,Red,13
Advent,24-in-1 Holiday Countdown,250,2016,Reddish Brown,10
Advent,24-in-1 Holiday Countdown,250,2016,Tan,9
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Clear,4
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Green,1
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Light Blue,1
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Orange,1
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Red,1
Advent,24-in-1 Holiday Countdown,250,2016,Trans-Yellow,2
Advent,24-in-1 Holiday Countdown,250,2016,White,18
Advent,24-in-1 Holiday Countdown,250,2016,Yellow,2
Advent,24-in-1 Holiday Countdown,250,2016,Yellowish Green,1
Advent Sub-Set,Advent Calendar 1999 (Day 15) Elf,12,1999,Yellow,3
Advent Sub-Set,Advent Calendar 1999 (Day 15) Elf,12,1999,White,3
Advent Sub-Set,Advent Calendar 1999 (Day 15) Elf,12,1999,Trans-Green,1
Advent Sub-Set,Advent Calendar 1999 (Day 15) Elf,12,1999,Black,2
Advent Sub-Set,Advent Calendar 1999 (Day 22) Dog with Red Hat,12,1999,Yellow,6
Advent Sub-Set,Advent Calendar 1999 (Day 22) Dog with Red Hat,12,1999,White,1
Advent Sub-Set,Advent Calendar 1999 (Day  6) Reindeer,12,1999,Black,3
Advent Sub-Set,Advent Calendar 1999 (Day  6) Reindeer,12,1999,Red,5
Advent Sub-Set,Advent Calendar 1999 (Day 22) Dog with Red Hat,12,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Black,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Blue,2
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Trans-Green,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Trans-Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  1) Plane,11,1999,Yellow,3
Advent Sub-Set,Advent Calendar 1999 (Day  2) Snowman,11,1999,Black,3
Advent Sub-Set,Advent Calendar 1999 (Day  2) Snowman,11,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  2) Snowman,11,1999,White,4
Advent Sub-Set,Advent Calendar 1999 (Day 21) Police Car,11,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day 21) Police Car,11,1999,Black,4
Advent Sub-Set,Advent Calendar 1999 (Day 21) Police Car,11,1999,Light Gray,1
Advent Sub-Set,Advent Calendar 1999 (Day 21) Police Car,11,1999,White,2
Advent Sub-Set,Advent Calendar 1999 (Day 24) Santa,11,1999,White,4
Advent Sub-Set,Advent Calendar 1999 (Day 24) Santa,11,1999,Red,4
Advent Sub-Set,Advent Calendar 1999 (Day 24) Santa,11,1999,Light Gray,1
Advent Sub-Set,Advent Calendar 1999 (Day 24) Santa,11,1999,Black,1
Advent Sub-Set,Advent Calendar 1999 (Day 21) Police Car,11,1999,Trans-Dark Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day 18) Elephant,10,1999,Red,7
Advent Sub-Set,Advent Calendar 1999 (Day 20) Cow,10,1999,Black,3
Advent Sub-Set,Advent Calendar 1999 (Day 20) Cow,10,1999,Light Gray,1
Advent Sub-Set,Advent Calendar 1999 (Day 20) Cow,10,1999,White,4
Advent Sub-Set,Advent Calendar 1999 (Day 23) Police Helicopter,10,1999,Black,2
Advent Sub-Set,Advent Calendar 1999 (Day 23) Police Helicopter,10,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day 23) Police Helicopter,10,1999,Trans-Dark Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day 23) Police Helicopter,10,1999,White,5
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Black,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Green,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Light Gray,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Trans-Green,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Trans-Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  7) Plane,10,1999,Yellow,1
Advent Sub-Set,Advent Calendar 1999 (Day  9) Fire Engine,10,1999,Black,1
Advent Sub-Set,Advent Calendar 1999 (Day  9) Fire Engine,10,1999,Light Gray,1
Advent Sub-Set,Advent Calendar 1999 (Day  9) Fire Engine,10,1999,Red,4
Advent Sub-Set,Advent Calendar 1999 (Day  9) Fire Engine,10,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day  9) Fire Engine,10,1999,Trans-Dark Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day 17) Gentleman,10,1999,Yellow,2
Advent Sub-Set,Advent Calendar 1999 (Day 13) Hovercraft,10,1999,Blue,2
Advent Sub-Set,Advent Calendar 1999 (Day 13) Hovercraft,10,1999,Green,2
Advent Sub-Set,Advent Calendar 1999 (Day 13) Hovercraft,10,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day 13) Hovercraft,10,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day 13) Hovercraft,10,1999,Yellow,2
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,Blue,2
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,Trans-Green,1
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,Trans-Red,1
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,White,2
Advent Sub-Set,Advent Calendar 1999 (Day 16) Seaplane,10,1999,Yellow,2
Advent Sub-Set,Advent Calendar 1999 (Day 17) Gentleman,10,1999,Black,3
Advent Sub-Set,Advent Calendar 1999 (Day 17) Gentleman,10,1999,Blue,4
Advent Sub-Set,Advent Calendar 1999 (Day 17) Gentleman,10,1999,White,1
Advent Sub-Set,Advent Calendar 1999 (Day 18) Elephant,10,1999,Black,1
Advent Sub-Set,Advent Calendar 1999 (Day 12) Hippo,9,1999,Black,2
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,Yellow,1
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,White,1
Advent Sub-Set,Advent Calendar 1999 (Day 12) Hippo,9,1999,Yellow,5
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,Light Gray,2
Advent Sub-Set,Advent Calendar 1999 (Day  5) Sailboat,9,1999,Green,2
Advent Sub-Set,Advent Calendar 1999 (Day 19) Sea Plane,8,1999,Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day  4) Girl,8,1999,Green,2
Advent Sub-Set,Advent Calendar 1999 (Day  4) Girl,8,1999,Red,2
Advent Sub-Set,Advent Calendar 1999 (Day  4) Girl,8,1999,White,1
Advent Sub-Set,Advent Calendar 1999 (Day  4) Girl,8,1999,Yellow,2
Advent Sub-Set,Advent Calendar 1999 (Day  8) Girl,8,1999,Yellow,2
Advent Sub-Set,Advent Calendar 1999 (Day 19) Sea Plane,8,1999,Red,3
Advent Sub-Set,Advent Calendar 1999 (Day 19) Sea Plane,8,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day 19) Sea Plane,8,1999,Yellow,1
Advent Sub-Set,Advent Calendar 1999 (Day 11) Dog,8,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day 11) Dog,8,1999,Black,6
Advent Sub-Set,Advent Calendar 1999 (Day  8) Girl,8,1999,White,2
Advent Sub-Set,Advent Calendar 1999 (Day  8) Girl,8,1999,Black,2
Advent Sub-Set,Advent Calendar 1999 (Day  8) Girl,8,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day 14) Penguin,8,1999,Black,3
Advent Sub-Set,Advent Calendar 1999 (Day 14) Penguin,8,1999,Red,1
Advent Sub-Set,Advent Calendar 1999 (Day 14) Penguin,8,1999,White,3
Advent Sub-Set,Advent Calendar 1999 (Day  3) Speedboat,7,1999,Red,2
Advent Sub-Set,Advent Calendar 1999 (Day  3) Speedboat,7,1999,Trans-Clear,1
Advent Sub-Set,Advent Calendar 1999 (Day  3) Speedboat,7,1999,Yellow,3
Advent Sub-Set,Advent Calendar 1999 (Day  3) Speedboat,7,1999,Blue,1
Advent Sub-Set,Advent Calendar 1999 (Day 10) Santa Minifig,5,1999,Yellow,1
Advent Sub-Set,Advent Calendar 1999 (Day 10) Santa Minifig,5,1999,White,1
Advent Sub-Set,Advent Calendar 1999 (Day 10) Santa Minifig,5,1999,Red,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Red,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Medium Dark Flesh,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Light Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Dark Bluish Gray,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Trans-Dark Blue,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,Yellow,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",24,2012,White,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Blue,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Trans-Dark Blue,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Trans-Black,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",17,2012,Black,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",17,2012,Light Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",17,2012,Medium Dark Flesh,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",17,2012,Red,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",17,2012,Yellow,4
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Black,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Red,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Light Bluish Gray,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,Yellow,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",17,2012,White,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 23) Wrapped Gifts",16,2012,Blue,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 23) Wrapped Gifts",16,2012,Green,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 23) Wrapped Gifts",16,2012,White,4
Advent Sub-Set,"Advent Calendar 2012, City (Day 23) Wrapped Gifts",16,2012,Yellow,4
Advent Sub-Set,"Advent Calendar 2012, City (Day 3) Christmas Tree",16,2012,Green,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 3) Christmas Tree",16,2012,White,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 3) Christmas Tree",16,2012,Trans-Yellow,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Dark Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Light Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Medium Dark Flesh,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Red,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Trans-Black,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",16,2012,Yellow,5
Advent Sub-Set,"Advent Calendar 2012, City (Day 3) Christmas Tree",16,2012,Trans-Red,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 3) Christmas Tree",16,2012,Reddish Brown,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,Light Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,Black,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,White,3
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,Reddish Brown,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,Blue,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 17) Catapult",15,2012,Red,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile",13,2012,Light Bluish Gray,1
Advent Sub-Set,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile",13,2012,Red,5
Advent Sub-Set,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile",13,2012,White,2
Advent Sub-Set,"Advent Calendar 2012, City (Day 24) Santa on Snowmobile",13,2012,Yellow,1
