date,jobcountry,indeed_job_postings_index,display_name
2023-03-01,DE,158.1948387096774,Childcare
2023-04-01,DE,141.05633333333333,Childcare
2023-05-01,DE,112.50419354838711,Childcare
2023-06-01,DE,101.12533333333334,Childcare
2023-07-01,DE,104.15451612903226,Childcare
2023-08-01,DE,112.28645161290324,Childcare
2023-09-01,DE,150.75300000000001,Childcare
2023-10-01,DE,184.7116129032258,Childcare
2023-11-01,DE,165.14066666666668,Childcare
2023-12-01,DE,169.72677419354838,Childcare
2024-01-01,DE,167.51677419354837,Childcare
2024-02-01,DE,146.16172413793103,Childcare
2024-03-01,DE,143.8709677419355,Childcare
2024-04-01,DE,148.036,Childcare
2024-05-01,DE,121.8683870967742,Childcare
2024-06-01,DE,111.453,Childcare
2024-07-01,DE,100.12548387096774,Childcare
2024-08-01,DE,117.8241935483871,Childcare
2024-09-01,DE,158.17249999999999,Childcare
2020-02-01,DE,102.34413793103448,Civil Engineering
2020-03-01,DE,98.40516129032258,Civil Engineering
2020-04-01,DE,87.71433333333333,Civil Engineering
2020-05-01,DE,84.29967741935484,Civil Engineering
2020-06-01,DE,90.6,Civil Engineering
2020-07-01,DE,92.2841935483871,Civil Engineering
2020-08-01,DE,95.51290322580645,Civil Engineering
2020-09-01,DE,93.986,Civil Engineering
2020-10-01,DE,96.8225806451613,Civil Engineering
2020-11-01,DE,99.648,Civil Engineering
2020-12-01,DE,104.42709677419354,Civil Engineering
2021-01-01,DE,113.12774193548387,Civil Engineering
2021-02-01,DE,115.67607142857142,Civil Engineering
2021-03-01,DE,115.00548387096775,Civil Engineering
2021-04-01,DE,118.70700000000001,Civil Engineering
2021-05-01,DE,122.33741935483872,Civil Engineering
2021-06-01,DE,127.23566666666666,Civil Engineering
2021-07-01,DE,128.39064516129034,Civil Engineering
2021-08-01,DE,138.73032258064518,Civil Engineering
2021-09-01,DE,140.86700000000002,Civil Engineering
2021-10-01,DE,146.54580645161292,Civil Engineering
2021-11-01,DE,148.4586666666667,Civil Engineering
2021-12-01,DE,148.4009677419355,Civil Engineering
2022-01-01,DE,154.8441935483871,Civil Engineering
2022-02-01,DE,154.8492857142857,Civil Engineering
2022-03-01,DE,158.51000000000002,Civil Engineering
2022-04-01,DE,163.13266666666667,Civil Engineering
2022-05-01,DE,156.61741935483872,Civil Engineering
2022-06-01,DE,165.439,Civil Engineering
2022-07-01,DE,170.24225806451614,Civil Engineering
2022-08-01,DE,176.10000000000002,Civil Engineering
2022-09-01,DE,177.3756666666667,Civil Engineering
2022-10-01,DE,176.7616129032258,Civil Engineering
2022-11-01,DE,177.91366666666667,Civil Engineering
2022-12-01,DE,181.88387096774193,Civil Engineering
2023-01-01,DE,190.97451612903225,Civil Engineering
2023-02-01,DE,182.76285714285714,Civil Engineering
2023-03-01,DE,179.4190322580645,Civil Engineering
2023-04-01,DE,182.62933333333334,Civil Engineering
2023-05-01,DE,176.64000000000001,Civil Engineering
2023-06-01,DE,181.45833333333334,Civil Engineering
2023-07-01,DE,180.85903225806453,Civil Engineering
2023-08-01,DE,186.77903225806452,Civil Engineering
2023-09-01,DE,179.98166666666665,Civil Engineering
2023-10-01,DE,179.46483870967742,Civil Engineering
2023-11-01,DE,187.30366666666666,Civil Engineering
2023-12-01,DE,184.7364516129032,Civil Engineering
2024-01-01,DE,187.4841935483871,Civil Engineering
2024-02-01,DE,177.97862068965517,Civil Engineering
2024-03-01,DE,172.3174193548387,Civil Engineering
2024-04-01,DE,174.00333333333336,Civil Engineering
2024-05-01,DE,162.2658064516129,Civil Engineering
2024-06-01,DE,162.786,Civil Engineering
2024-07-01,DE,167.72645161290322,Civil Engineering
2024-08-01,DE,168.99774193548387,Civil Engineering
2024-09-01,DE,164.0285,Civil Engineering
2020-02-01,DE,105.30896551724138,Cleaning & Sanitation
2020-03-01,DE,100.46870967741935,Cleaning & Sanitation
2020-04-01,DE,78.31433333333332,Cleaning & Sanitation
2020-05-01,DE,75.90193548387097,Cleaning & Sanitation
2020-06-01,DE,79.11866666666667,Cleaning & Sanitation
2020-07-01,DE,84.21548387096773,Cleaning & Sanitation
2020-08-01,DE,87.07903225806452,Cleaning & Sanitation
2020-09-01,DE,92.17833333333333,Cleaning & Sanitation
2020-10-01,DE,100.76516129032258,Cleaning & Sanitation
2020-11-01,DE,101.06366666666666,Cleaning & Sanitation
2020-12-01,DE,100.99580645161289,Cleaning & Sanitation
2021-01-01,DE,93.05096774193548,Cleaning & Sanitation
2021-02-01,DE,95.75535714285715,Cleaning & Sanitation
